schedule,mdrm,caption
RCR,RCONB625,"LOANS & LEASES, NET: 50% RISK-WEIGHT"
RCR,RCONB626,"LOANS & LEASES,NET: 100% RISK-WEIGHT"
RCR,RCONB627,TRADING ASSETS: NOT SUBJ RISK-WGT
RCR,RCONB628,TRADING ASSETS: 0% RISK-WEIGHT
RCR,RCONB629,TRADING ASSETS: 20% RISK-WEIGHT
RCR,RCONB630,TRADING ASSETS: 50% RISK-WEIGHT
RCR,RCONB631,TRADING ASSETS: 100% RISK-WEIGHT
RCR,RCONB639,OTHER ASSETS - TOTALS
RCR,RCONB640,OTHER ASSETS - NOT SUBJ RISK-WGT
RCR,RCONB641,OTHER ASSETS: 0% RISK-WEIGHT
RCR,RCONB642,OTHER ASSETS: 20% RISK-WEIGHT
RCR,RCONB643,OTHER ASSETS: 50% RISK-WEIGHT
RCR,RCONB644,TOTAL ASSETS: NOT SUBJ RISK-WGT
RCR,RCONB645,FINANCL STNDBY LETTERS OF CRDT-EQVLN
RCR,RCONB646,FINANCL STANDBY LETRS OF CRDT-0% R/W
RCR,RCONB647,FINANCL STANDBY LETRS OF CRDT-20%R/W
RCR,RCONB648,FINANCL STANDBY LETRS OF CRDT-50%R/W
RCR,RCONB649,FINAN STANDBY LETRS OF CRDT-100% R/W
RCR,RCONB650,PERFORM STANDBY LETRS OF CRDT-EQUIV
RCR,RCONB651,PERFORM STANDBY LETRS OF CRDT-0% R/W
RCR,RCONB652,PERFORM STANDBY LETRS OF CRDT-20%R/W
RCR,RCONB653,PERFORM STANDBY LETRS OF CRDT-50%R/W
RCR,RCONB654,PERFORM STANDBY LETRS OF CRDT-100%
RCR,RCONB655,CMMRCL&SIMILAR LETTRS OF CRDT-EQUIVL
RCR,RCONB656,COMMERCIAL &SIM LETRS OF CRDT-0%
RCR,RCONB657,COMMERCIAL &SIM LETRS OF CRDT-20%
RCR,RCONB658,COMMERCIAL &SIM LETRS OF CRDT-50%
RCR,RCONB659,COMMERCIAL &SIM LETRS OF CRDT-100%
RCR,RCONB660,RSK PARTICPTNS IN BKRS ACCPTNCS-EQVL
RCR,RCONB661,RISK PARTIC IN BKRS ACCEPT - 0%
RCR,RCONB662,RISK PARTIC IN BKRS ACCEPT - 20%
RCR,RCONB663,RISK PARTIC IN BKRS ACCEPT - 100%
RCR,RCONB664,SECURITIES LENT-CREDIT EQUIVALNT AMT
RCR,RCONB665,SECURITIES LENT - 0%
RCR,RCONB666,SECURITIES LENT - 20%
RCR,RCONB667,SECURITIES LENT - 50%
RCR,RCONB668,SECURITIES LENT - 100%
RCR,RCONB669,RECOURSE ON SMALL BUS OBLIG - EQUIV
RCR,RCONB670,RECOURSE ON SMALL BUS OBLIG - 0%
RCR,RCONB671,RECOURSE ON SMALL BUS OBLIG - 20%
RCR,RCONB672,RECOURSE ON SMALL BUS OBLIG - 50%
RCR,RCONB673,RECOURSE ON SMALL BUS OBLIG - 100%
RCR,RCONB674,FIN ASSETS W/LOW-LEVL REC - 100%
RCR,RCONB675,OTHR FNCL ASSETS SOLD W/RECRS ($AMT)
RCR,RCONB676,OTHR FNCL ASSETS SOLD W/RECRS (EQUIV
RCR,RCONB677,OTHR FNCL ASSETS SOLD W/RECRS-0%
RCR,RCONB678,OTHR FNCL ASSETS SOLD W/RECRS-20%
RCR,RCONB679,OTHR FNCL ASSETS SOLD W/RECRS-50%
RCR,RCONB680,OTHR FNCL ASSETS SOLD W/RECRS-100%
RCR,RCONB681,ALL OTH OFF-BALNCE SHEET LIABILITIES
RCR,RCONB682,ALL OTH OFF-BAL SHEET LIABS-CDT EQVL
RCR,RCONB683,ALL OTH OFF-BAL SHEET LIABILITIES-0%
RCR,RCONB684,ALL OTH OFF-BAL SHEET LIABILTIES-20%
RCR,RCONB685,ALL OTH OFF-BAL SHEET LIABILTIES-50%
RCR,RCONB686,ALL OTH OFF-BAL SHEET LIABLTIES-100%
RCR,RCONB687,"CMMTMNTS W/AN ORGNL MAT,ETC-CRD EQVL"
RCR,RCONB688,CMMTMTS W/AN ORGNL MAT EXCDNG 1YR-0%
RCR,RCONB689,CMMTMNTS W/AN ORGNL MAT EXCD 1YR-20%
RCR,RCONB690,CMMTMTS W/AN ORGNL MAT EXCDG 1YR-50%
RCR,RCONB691,CMMTMTS W/AN ORGNL MAT EXCD 1YR-100%
RCR,RCONB693,DERIVATIVE CONTRACTS - 0%
RCR,RCONB694,DERIVATIVE CONTRACTS - 20%
RCR,RCONB695,DERIVATIVE CONTRACTS - 50%
RCR,RCONB696,"TOT ASSTS,DERVTVS,&OFF-BAL SHT-0%"
RCR,RCONB697,"TOT ASSTS,DERVTVS,&OFF-BAL SHT - 20%"
RCR,RCONB698,"TOT ASTS,DERVTVS,&OFF-BAL SHT - 50%"
RCR,RCONB699,"TOT ASTS,DERVTVS,&OFF-BAL SHT - 100%"
RCR,RCONB700,RSK-WGHTD ASTS BY RSK WGHT CTGRY-0%
RCR,RCONB701,RSK-WGHTD ASTS BY RSK WGHT CTRY-20%
RCR,RCONB702,RSK-WGHTD ASTS BY RSK WGHT CTGRY-50%
RCR,RCONB703,RSK-WGHTD ASTS BY RSK WGH CTGRY-100%
RCR,RCONB704,RSK-WGHTD ASTS BEFORE DEDCTNS - 100%
RCS,RCONB705,"OTSTDNG PRNCPL BAL,ETC-1-4 FAM RESDL"
RCS,RCONB706,"OTSTDNG PRNCPL BAL OF,ETC-HM EQ LINS"
RCS,RCONB707,"OTSTDNG PRNCPL BAL OF,ETC-CR CRD RCV"
RCS,RCONB708,"OTSTDNG PRNCPL BAL OF,ETC-AUTO LOANS"
RCS,RCONB709,"OTSTDNG PRNCPL BAL OF,ETC-OT CSMR LN"
RCS,RCONB710,OTSTDNG PRNCPL BAL OF-CMMRL&INDU LNS
RCS,RCONB711,"OTSTDNG PRNCPL BAL OF,ETC-ALL OT LNS"
RCS,RCONB712,RETAINED INT-ONLY STRPS-1-4 FAM RESI
RCS,RCONB713,RETAINED INT-ONLY STRPS-HM EQY LINES
RCS,RCONB714,RETAINED INT-ONLY STRPS-CR CRD RCVBL
RCS,RCONB715,RETAINED INT-ONLY STRIPS-AUTO LOANS
RCS,RCONB716,RETAINED INT-ONLY STRPS-OTH CSMR LNS
RCS,RCONB717,RETAINED INT-ONLY STRPS-CMRL&IND LNS
RCS,RCONB718,RETAINED INT-ONLY STRPS-ALL OTHR LNS
RCS,RCONB719,STANDBY LETTRS OF CRDT-1-4 FAM RSDTL
RCS,RCONB720,STANDBY LETTRS OF CRDT-HM EQTY LINES
RCS,RCONB721,STANDBY LETTRS OF CRDT-CRDT CRD RCVB
RCS,RCONB722,STANDBY LETTERS OF CREDIT-AUTO LOANS
RCS,RCONB723,STANDBY LETTRS OF CRDT-OTH CNSMR LNS
RCS,RCONB724,STANDBY LETTRS OF CRDT-CMMRL&IND LNS
RCS,RCONB725,STANDBY LETTRS OF CRDT-ALL OTHER LNS
RCS,RCONB726,REPRTNG BNK'S UNUSD CMMTMTS-1-4 FAM
RCS,RCONB727,REPRTNG BNK'S UNUSD CMMTMTS-HM EQ LN
RCS,RCONB728,RPRTNG BNK'S UNUSD CMTMTS-CR CRD REC
RCS,RCONB729,REPRTNG BNK'S UNUSD CMMTMTS-AUTO LNS
RCS,RCONB730,RPRTNG BK'S UNUSD CMTMTS-OT CSMR LNS
RCS,RCONB731,RPRTNG BK'S UNUSD CMTMTS-C & I LOANS
RCS,RCONB732,RPRTING BK'S UNUSD CMTMTS-ALL OT LNS
RCS,RCONB733,PAST DUE LN AMTS:30-89 DYS FAMI RSDL
RCS,RCONB734,PAST DUE LOAN AMTS:30-89 DYS HM EQTY
RCS,RCONB735,PAST DUE LOAN AMTS:30-89 DYS CR CARD
RCS,RCONB736,PAS DUE LN AMTS:30-89 DYS AUTO LOANS
RCS,RCONB737,PAS DUE LN AMTS:30-89 DYS OT CSMR LN
RCS,RCONB738,PAS DU LN AMTS:30-89 DYS CML&IND LNS
RCS,RCONB739,PAS DU LN AMTS:30-89 DYS ALL OTH LNS
RCS,RCONB740,PAS DU LN AMTS:90 DAYS/MORE 1-4 FAM
RCS,RCONB741,PAS DUE LN AMTS:90 DYS/MOR HM EQY LN
RCS,RCONB742,PAS DU LN AMTS:90 DYS/MOR CR CRD RCV
RCS,RCONB743,PAST DUE LN AMTS:90 DYS/MOR AUTO LNS
RCS,RCONB744,PAS DUE LN AMTS:90 DYS/MOR OTH CNSMR
RCS,RCONB745,PAS DU LN AMTS:90 DYS/MOR CMMRL&IND
RCS,RCONB746,PAS DUE LN AMTS:90 DYS/MOR ALL OTHER
RCS,RCONB761,AMT OF OWNRSHP(SELLER)INT-HM EQTY LN
RCS,RCONB762,"AMT OF OWNRSHP(SELLER)INT,ETC-CR CRD"
RCS,RCONB763,"AMT OF OWNRSHP(SELLER) INT,ETC:C&I"
RCS,RCONB764,PAS DUE LN AMTS ETC 30-89 DYS HM EQY
RCS,RCONB765,"PAS DUE LN AMTS,ETC:30-89 DYS CR CRD"
RCS,RCONB766,"PAS DUE LN AMTS,ETC:30-89DYS CML&IND"
RCS,RCONB767,"PAS DU LN AMTS,ETC:90 DYS/MOR-HM EQY"
RCS,RCONB768,"PAS DUE LN AMTS,ETC:90DYS/MOR-CR CRD"
RCS,RCONB769,"PAS DUE LN AMTS,ETC:90DYS/MO-CML&IND"
RCS,RCONB776,"MAXI AMT OF CRDIT,ETC:1-4 FAMI RSDTL"
RCS,RCONB777,"MAXI AMT OF CRED,ETC:HOME EQTY LINES"
RCS,RCONB778,"MAXI AMT OF CREDIT,ETC:CRD CARD RCVB"
RCS,RCONB779,"MAXI AMOUNT OF CREDIT,ETC:AUTO LOANS"
RCS,RCONB780,"MAXI AMT OF CREDIT,ETC:OTH CNSMR LNS"
RCS,RCONB781,"MAXI AMT OF CREDIT,ETC:CMMRCL&INDUST"
RCS,RCONB782,"MAXI AMT OF CREDIT,ETC:ALL OTH LOANS"
RCS,RCONB783,RPRTNG BK'S UNUSD CMTMTS:1-4 FAM RSD
RCS,RCONB784,RPRTNG BK'S UNUSD CMTMTS:HM EQ LINES
RCS,RCONB785,RPRTNG BK'S UNUSD CMTMTS:CR CRD RCVB
RCS,RCONB786,RPRTNG BNK'S UNUSD CMTMTS:AUTO LOANS
RCS,RCONB787,RPRTNG BNK'S UNUSD CMTMTS:OT CSMR LN
RCS,RCONB788,RPRTNG BK'S UNUSD CMTMTS:CMMRL&INDUS
RCS,RCONB789,RPRTNG BK'S UNUSD CMTMTS:ALL OTH LNS
RCS,RCONB790,"ASSTS SLD W/RECOURSE,ETC:1-4 FAM RSD"
RCS,RCONB791,"ASSTS SLD W/RECOURSE,ETC:HM EQ LINES"
RCS,RCONB792,"ASSTS SLD W/RECOURSE,ETC:CR CARD RCV"
RCS,RCONB793,"ASSTS SLD W/RECOURSE,ETC:AUTO LOANS"
RCS,RCONB794,"ASSTS SLD W/RECOURSE,ETC:OT CSMR LNS"
RCS,RCONB795,"ASSTS SLD W/RECOURSE,ETC:CMMRL&INDUS"
RCS,RCONB796,"ASSTS SOLD W/RECOURSE,ETC:ALL OT LNS"
RCS,RCONB797,"MAXI AMT OF CREDIT,ETC:1-4 FAM RSDTL"
RCS,RCONB798,"MAXI AMT OF CREDIT,ETC:HM EQTY LINES"
RCS,RCONB799,"MAXI AMT OF CREDIT,ETC:CR CARD RCVBL"
RCS,RCONB800,"MAXI AMT OF CREDIT,ETC:AUTO LOANS"
RCS,RCONB801,"MAXI AMT OF CREDIT,ETC:OTH CNSMR LNS"
RCS,RCONB802,"MAXI AMT OF CREDIT,ETC:CMMRL&INDUSTL"
RCS,RCONB803,"MAXI AMT OF CREDIT,ETC:ALL OTH LOANS"
RCS,RCONB804,1-4FAM RES MORTGAGE SERVIC W/RECRS
RCS,RCONB805,1-4FAM RES MORTG SERVIC W/ NO RECR
RCS,RCONB806,"MAXI AMT OF,ETC:CONDUITS SPNSRD BANK"
RCS,RCONB807,"MAXI AMT OF,ETC:CONDUITS SPNSRD OTHR"
RCS,RCONB808,"UNUSED CMTMTS,ETC:CONDUITS SPNSRD BK"
RCS,RCONB809,"UNUSD CMTMTS,ETC:CONDUITS SPNSRD OTH"
RCN,RCONB834,P/D(30-89DA):LOANS TO DI'S - DERIVED
RCN,RCONB835,PD GE 90 DAY LN TO DI DERIVED
RCN,RCONB836,P/D(NONACCR):LOANS TO DI - DERIVED
RCCI,RCONB837,LNS SEC BY REAL ESTATE NON-US
RCB,RCONB838,HTM(COST): ABS - CREDIT CARD RECEIV
RCB,RCONB839,HTM(FAIR): ABS - CREDIT CARD RECEIV
RCB,RCONB840,AFS(COST): ABS - CREDIT CARD RECEIV
RCB,RCONB841,AFS(FAIR): ABS - CREDIT CARD RECEIV
RCB,RCONB842,HTM(COST): ABS - HOME EQUITY LINES
RCB,RCONB843,HTM(FAIR): ABS - HOME EQUITY LINES
RCB,RCONB844,AFS(COST): ABS - HOME EQUITY LINES
RCB,RCONB845,AFS(FAIR): ABS - HOME EQUITY LINES
RCB,RCONB846,HTM(COST): ABS - AUTOMOBILE LOANS
RCB,RCONB847,HTM(FAIR): ABS - AUTOMOBILE LOANS
RCB,RCONB848,AFS(COST): ABS - AUTOMOBILE LOANS
RCB,RCONB849,AFS(FAIR): ABS - AUTOMOBILE LOANS
RCB,RCONB850,HTM(COST): ABS- OTHER CONSUMER LOANS
RCB,RCONB851,HTM(FAIR): ABS- OTHER CONSUMER LOANS
RCB,RCONB852,AFS(COST): ABS- OTHER CONSUMER LOANS
RCB,RCONB853,AFS(FAIR): ABS- OTHER CONSUMER LOANS
RCB,RCONB854,HTM(COST): ABS- COMMRCIAL &IND LOANS
RCB,RCONB855,HTM(FAIR): ABS- COMMRCIAL &IND LOANS
RCB,RCONB856,AFS(COST): ABS- COMMRCIAL &IND LOANS
RCB,RCONB857,AFS(FAIR): ABS- COMMRCIAL &IND LOANS
RCB,RCONB858,HTM(COST): ASSET BACKED SEC - OTHER
RCB,RCONB859,HTM(FAIR): ASSET BACKED SEC - OTHER
RCB,RCONB860,AFS(COST): ASSET BACKED SEC - OTHER
RCB,RCONB861,AFS(FAIR): ASSET BACKED SEC - OTHER
RCT,RCONB867,DOES BK HAVE ANY FIDUCIARY/RLTD ACT?
RCT,RCONB868,PRSNL TRST/AGNCY ACCTS-MANAGD ASSETS
RCT,RCONB869,PRSNL TRST/AGCY ACCTS-NON-MAN ASSETS
RCT,RCONB870,PRSNL TRST/AGCY ACCTS NBR MANAGD ACC
RCT,RCONB871,PRSNL TRST/AGCY ACCTS NBR NON-MNG AC
RCT,RCONB872,EMPLOYEE BNFT-DEFND CNTRBTN-MAN ASTS
RCT,RCONB873,"EMPLOYEE BNFT-DEFND CNTRBTN-NON,ETC"
RCT,RCONB874,EMPLOYEE BNFT-DEFND CNTRBTN-# MANAGD
RCT,RCONB875,"EMPLOYEE BNFT-DEFD CNTRBTN MBR NON,E"
RCT,RCONB876,EMPLOYEE BNFT-DFND BNFT-MANAGD ASETS
RCT,RCONB877,"EMPLOYEE BNFT-DFND BNFT-NON-MNGD,ETC"
RCT,RCONB878,EMPLOYEE BNFT-DFND BNFT-# MNGD ACCTS
RCT,RCONB879,EMPLOYEE BNFT-DFND BNFT NBR NON-MNGD
RCT,RCONB880,OTH RETIREMENT ACCTS-MANAGED ASSETS
RCT,RCONB881,OTH RETIREMNT ACCTS-NON-MANGD ASSETS
RCT,RCONB882,OTH RETIREMNT ACCTS-# MANAGED ACCTS
RCT,RCONB883,OTH RETIREMNT ACCTS-# NON-MNGD ACCTS
RCT,RCONB884,CORP TRST/AGCY ACCTS-MANAGED ASSETS
RCT,RCONB885,CORP TRST/AGCY ACCTS-NON-MNGD ASSETS
RCT,RCONB886,INVMT MNGEMNT AGCY ACCTS-MNGD ASSETS
RCT,RCONB888,INVMT MNGEMT AGCY ACCTS-# MNGD ACCTS
RCT,RCONB890,OTHER FIDUCIARY ACCTS-MANAGED ASSETS
RCT,RCONB891,OTH FIDUCIARY ACCTS-NON-MNGED ASSETS
RCT,RCONB892,OTH FIDUCIARY ACCTS-# MANAGED ACCTS
RCT,RCONB893,OTH FIDUCIARY ACCTS NBR NON-MNGD ACC
RCT,RCONB894,TOTAL FIDUCIARY ACCTS-MANAGED ASSETS
RCT,RCONB895,TOTL FIDUCIARY ACCTS-NON-MNGD ASSETS
RCT,RCONB896,TOTL FIDUCIARY ACCTS-# MNGD ACCOUNTS
RCT,RCONB897,TOTL FIDUCIARY ACCTS-NON-MNGD ACCTS
RCT,RCONB898,CUSTODY/SAFEKEEPING ACCTS - NON-MNGD
RCT,RCONB899,CUSTODY/SAFEKEEPING ACCTS-# NON-MNGD
RCT,RCONB913,NON-INTEREST BEARING DEPOSITS
RCT,RCONB914,INTEREST-BEARING DEPOSITS
RCT,RCONB915,U.S. TREAS & U.S. GVMNT AGCY OBLGTNS
RCT,RCONB916,"STATE, COUNTY&MUNICIPAL OBLIGATIONS"
RCT,RCONB917,MONEY MARKET MUTUAL FUNDS
RCT,RCONB918,OTHER SHORT-TERM OBLIGATIONS
RCT,RCONB919,OTHER NOTES AND BONDS
RCT,RCONB920,COMMON AND PREFERRED STOCKS
RCT,RCONB921,REAL ESTATE MORTGAGES
RCT,RCONB922,REAL ESTATE
RCT,RCONB923,MISCELLANEOUS ASSETS
RCT,RCONB927,CORP/MUNCPL TRUSTEESHIP-# OF ISSUES
RCT,RCONB928,CORP/MUNCPL TRSTSHPS-PRNCPL AMT OTSD
RCT,RCONB929,"TRNSFR AGNT,REGSTRAR,ETC-# OF ISSUES"
RCT,RCONB931,DOMESTIC EQUITY - NUMBER OF FUNDS
RCT,RCONB932,DOMESTIC EQUITY-MKT VAL FUNDS ASSETS
RCT,RCONB933,INTERNATIONAL/GLOBAL EQTY-# OF FUNDS
RCT,RCONB934,INTERNTL/GLOBAL EQTY-MK VAL FND ASTS
RCT,RCONB935,STOCK/BOND BLEND - NUMBER OF FUNDS
RCT,RCONB936,STOCK/BOND BLEND-MK VAL FUND ASSETS
RCT,RCONB937,TAXABLE BOND - NUMBER OF FUNDS
RCT,RCONB938,TAXABLE BOND-MKT VALU OF FUND ASSETS
RCT,RCONB939,MUNICIPAL BOND - NUMBER OF FUNDS
RCT,RCONB940,MUNICIPAL BOND-MK VAL OF FUND ASSETS
RCT,RCONB941,SHRT TERM INVMTS/MONEY MK NBR OF FUN
RCT,RCONB942,"SHRT TERM INVMTS/MONEY MK-MK VAL,ETC"
RCT,RCONB943,SPECIALTY/OTHER - NUMBER OF FUNDS
RCT,RCONB944,SPECIALTY/OTHER-MKT VALU FUND ASSETS
RCT,RCONB945,TOT COLLECTVE INVMT FUNDS-# OF FUNDS
RCT,RCONB946,"TOT COLLECTVE INVMT FUNDS-MK VAL,ETC"
RC,RCONB987,FEDERAL FNDS SOLD IN DOMESTIC OFFICS
RC,RCONB989,SECURS PURCHSD UDR AGRMNTS TO RESELL
RC,RCONB993,FEDERAL FNDS PURCD IN DOMESTIC OFFCS
RC,RCONB995,SECURS SOLD UNDR AGRMNTS TO REPURCH
RCT,RCONC001,CORP TRST&AGNCY ACCTS NBR MANAGD ACC
RCT,RCONC002,CORP TRST&ACY ACCTS-# NON-MNGD ACCTS
RCF,RCONC009,CASH SURRENDER VAL OF LIFE INSURANCE
RCF,RCONC010,DERIVATIVES W/POSITIVE FAIR VALUE
RCG,RCONC011,DEFERRED COMPENSATION LIABILITIES
RCG,RCONC012,DERIVATATIVES W/NEGATIVE FAIR VALUE
RCB,RCONC026,HTM(COST):TOTL ASSET-BACK SEC - DERV
RCB,RCONC027,AFS(FAIR):TOTL ASSET-BACK SEC -DERV
RCR,RCONC063,FED FNDS SLD&SECS PRCHD UDR AGRMT-0%
RCR,RCONC064,FED FNDS SLD&SECS PRCHD UDR AGRMT-20
RCL,RCONC219,NOTNL AMT-GUARANTOR:GROSS POS FR VAL
RCL,RCONC220,NOTNL AMT-GUARANTOR:GROSS NEG FR VAL
RCL,RCONC221,NOTNL AMT-BENEFICIARY:GROS POS FR VL
RCL,RCONC222,NOTNL AMT-BENEFICIARY:GROS NEG FR VL
RCL,RCONC223,Y-T-D MERCH CR CRD SALES VOL:ACQG BK
RCL,RCONC224,Y-T-D MERCH CR CRD SALES VL:BK W/RSK
RCR,RCONC225,"FED FDS SLD&SECS PURC UDR AGRMTS,ETC"
RCN,RCONC226,LOANS & LEASES HLD FOR SALE-NONACCRL
RCR,RCONC227,SUBTOTAL
RCR,RCONC228,ADJMNT TO TIER 1 CPTL
RCN,RCONC229,CLSD-END LNS:SCRD 1ST LIENS-NONACCRL
RCN,RCONC230,CLSD-ED LNS:SCRD JR LIENS-NONACCRUAL
RCN,RCONC236,CLSD-ED LNS:SEC 1 LIENS PA DU 30-89
RCN,RCONC237,CLSD-ED LNS:SEC 1 LIENS PA DU 90 MOR
RCN,RCONC238,CLSD-ED LNS:SEC JR LIENS PA DU 30-89
RCN,RCONC239,CLSD-ED LNS:SEC JR LIENS PA DU 90 MO
RCN,RCONC240,LNS & LEASES H-F-S PA DU 30-89 DYS
RCN,RCONC241,LNS & LEASES H-F-S PA DU 90 DYS MORE
RCCI,RCONC391,OTSTDNG CRED CD FEES & FIN CHGS
RCS,RCONC393,SUBORDNTD SEC&RESIDUAL INT 1-4 FAM
RCS,RCONC394,SUBORDNTD SEC&RES INT-HME EQTY
RCS,RCONC395,SUBORDNTD SEC&RES INT-CRT CD REC
RCS,RCONC396,SUBORDNTD SEC&RES INT-AUTO LNS
RCS,RCONC397,SUBORDNTD SEC&RES INT-CONS LNS
RCS,RCONC398,SUBORDNTD SEC&RES INT-C&I LNS
RCS,RCONC399,SUBORDNTD SEC&RES INT-OTHLNS&LSE
RCS,RCONC400,STBY LTRS CRDT&OTH ENHNCMTS 1-4FAM
RCS,RCONC401,STDBY LTRS CDT&OTH ENHTS-HM ETY
RCS,RCONC402,STBY LTRS CDT&OTH ENHT-CCD REC
RCS,RCONC403,STBY LTRS CRT&OTH ENHMT-AUTO LNS
RCS,RCONC404,STBY LTRS CRT&OTH ENHT-CONS LNS
RCS,RCONC405,STBY LTRS CRT&OTH ENHMT-C&I LNS
RCS,RCONC406,STBY LTR CRT&OTH ENHT-OTH LN&LS
RCS,RCONC407,OUTSTNG CRD CRD FEES & FIN CHRGS
RCN,RCONC410,ADDITIONS TO NONACCRUAL ASSETS
RCN,RCONC411,N/ACCRUAL ASSETS SOLD DURING QUARTER
RCF,RCONC436,RETAINED INT IN ACCURED INTEREST
RCCI,RCONC779,"PURCHD IMPAIRED LNS, ETC.-OUTSTDING"
RCCI,RCONC780,"PURCHD IMPAIRED LNS, ETC.-CARRYING A"
RCN,RCONC866,REBOOKED 'GNMA LNS' REPURCD-PAS DU 3
RCN,RCONC867,REBOOKED 'GNMA LNS' REPURCD-PAS DU 9
RCN,RCONC868,REBOOKED 'GNMA LNS' REPURCD-NONACCRL
RCR,RCONC869,CSH&BALS DU FRM DEP INSTITS-ITMS NT
RCL,RCONC968,CR DRIVTS:NTNL AMTS-CRD DEFLT SWAPS-
RCL,RCONC969,CR DRIVTS:NTNL AMTS-CRD DEFLT SWAPS-
RCL,RCONC970,CR DRIVTS:NTNL AMTS-TOT RETRN SWAPS-
RCL,RCONC971,CR DRIVTS:NTNL AMTS-TOT RETRN SWAPS-
RCL,RCONC972,CRD DERIVTS:NOTL AMTS-CRD OPTIONS-GU
RCL,RCONC973,CRD DERIVTS:NOTL AMTS-CRDIT OPTIONS-
RCL,RCONC974,CRD DERIVTS:NOTL AMTS-OT CR DERIVTS-
RCL,RCONC975,CRD DERIVTS:NOTL AMTS-OT CR DERIVTS-
RCL,RCONC978,STNDBY LTRS OF CRD ISSD BY FHLB BK B
RCM,RCONC979,FORECLOSED PROPERTIES FROM
RCR,RCONC980,CR DERVT CNTRTS:INVMT GRADE-1 YR OR
RCR,RCONC981,CR DERIVT CNTRTS:INVMT GRADE-OVR 1-5
RCR,RCONC982,CR DERVT CNTRTS:INVMT GRADE-OVER 5 Y
RCR,RCONC983,CRD DERIVT CNTRTS:SUBINVMT GRADE-1 Y
RCR,RCONC984,CR DRVTS CNTRTS:SUBINVMT GRD-OVR 1-5
RCR,RCONC985,CR DERIV CNTRTS:SUBINVMT GRADE-OVR 5
RCB,RCONC988,ASSET-BACKED SECURITIES: HTM-FAIR VA
RCB,RCONC989,ASSET-BACKED SECURITIES:AFS-AMTZD CO
RCRII,RCOND957,TOTAL CASH AND BALANCES DUE FROM DEP
RCRII,RCOND958,CASH AND BALANCES DUE FROM DEPOSITOR
RCRII,RCOND959,CASH AND BALANCES DUE FROM DEPOSITOR
RCRII,RCOND960,CASH AND BALANCES DUE FROM DEPOSITOR
RCRII,RCOND961,TOTAL HELD-TO-MATURITY SECURITIES
RCRII,RCOND962,HELD-TO-MATURITY SECURITIES
RCRII,RCOND963,HELD-TO-MATURITY SECURITIES
RCRII,RCOND964,HELD-TO-MATURITY SECURITIES
RCRII,RCOND965,HELD-TO-MATURITY SECURITIES
RCRII,RCOND966,TOTAL AVAILABLE-FOR-SALE SECURITIES
RCRII,RCOND967,AVAILABLE-FOR-SALE SECURITIES
RCRII,RCOND968,AVAILABLE-FOR-SALE SECURITIES
RCRII,RCOND969,AVAILABLE-FOR-SALE SECURITIES
RCRII,RCOND970,AVAILABLE-FOR-SALE SECURITIES
RCRII,RCOND971,TOTAL FEDERAL FUNDS SOLD
RCRII,RCOND972,FEDERAL FUNDS SOLD
RCRII,RCOND973,FEDERAL FUNDS SOLD
RCRII,RCOND974,FEDERAL FUNDS SOLD
RCRII,RCOND976,TOTAL TRADING ASSETS
RCRII,RCOND977,TRADING ASSETS
RCRII,RCOND978,TRADING ASSETS
RCRII,RCOND979,TRADING ASSETS
RCRII,RCOND980,TRADING ASSETS
RCRII,RCOND981,TOTAL ALL OTHER ASSETS
RCRII,RCOND982,ALL OTHER ASSETS - 0 PCT RISK WEIGHT
RCRII,RCOND983,ALL OTHER ASSETS - 20 PCT RISK WEIGH
RCRII,RCOND984,ALL OTHER ASSETS - 50 PCT RISK WEIGH
RCRII,RCOND985,ALL OTHER ASSETS - 100 PCT RISK WEIG
RCRII,RCOND987,TOTAL BALANCE SHEET ASSETS - 0 PCT R
RCRII,RCOND988,TOTAL BALANCE SHEET ASSETS - 20 PCT
RCRII,RCOND989,TOTAL BALANCE SHEET ASSETS - 50 PCT
RCRII,RCOND990,TOTAL BALANCE SHEET ASSETS - 100 PCT
RCRII,RCOND991,FINANCIAL STANDBY LETTERS OF CREDIT
RCRII,RCOND992,FINANCIAL STANDBY LETTERS OF CREDIT
RCRII,RCOND993,FINANCIAL STANDBY LETTERS OF CREDIT
RCRII,RCOND994,FINANCIAL STANDBY LETTERS OF CREDIT
RCRII,RCOND995,FINANCIAL STANDBY LETTERS OF CREDIT
RCRII,RCOND996,FINANCIAL STANDBY LETTERS OF CREDIT
RCRII,RCOND997,PERFORMANCE STANDBY LETTERS OF CREDI
RCRII,RCOND998,PERFORMANCE STANDBY LETTERS OF CREDI
RCRII,RCOND999,PERFORMANCE STANDBY LETTERS OF CREDI
RCO,RCONF045,AMT RETIRE DEP ACCNT $250K OR LESS
RCO,RCONF046,NBR RETIRE DEP ACCNT $250K OR LESS
RCO,RCONF047,AMT RETIREMT DEP ACCTS MOR THAN $250
RCO,RCONF048,NBR RETIRE DEP ACCNT MOR THAN $250K
RCO,RCONF049,AMT OF DEP ACCNT $250K OR LESS
RCO,RCONF050,NBR OF DEP ACCNTS OF $250K OR LESS
RCO,RCONF051,AMT OF DEP ACCNT MORE THAN $250K
RCO,RCONF052,NBR OF DEP ACCNT GT $250K
RCM,RCONF055,FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE
